numero_inpi,data_deposito,titulo,resumo,instituicoes
102021022138,2021-11-04,MANEJO DO SISTEMA DE AERAÇÃO DE GRÃOS E SEMENTES DE GIRASSOL EM SILOS ARMAZENADORES POR MEIO DO TEOR DE ÁGUA DE EQUILÍBRIO HIGROSCÓPICO,"MANEJO DO SISTEMA DE AERAÇÃO DE GRÃOS E SEMENTES DE GIRASSOL EM SILOS ARMAZENADORES POR MEIO DO TEOR DE ÁGUA DE EQUILÍBRIO HIGROSCÓPICO. Baseia-se nas informações monitoradas e transmitidas por sensores digitais de temperatura e umidade relativa enviados automaticamente após as leituras dos sensores. O sistema contém diversos cabos afixados no teto e no piso do silo e dispostos paralelamente, onde em cada cabo contém em seu interior sensores digitais detemperatura e umidade relativa alternados e dispostos em determinadas posições ao longo da sua extensão. Após a coleta dos dados, o sistema, por meio de modelosmatemáticos pré-determinados para a cultura monitorada, calcula os valores de teor de água de equilíbrio higroscópico e através destes valores promove a decisão sobre oacionamento dos ventiladores responsáveis pela aeração dos grãos e sementes de girassol.","INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA GOIANO"
102014031650,2014-12-16,DISPOSITIVO ASSISTIVO DE INTERFACE HOMEM-AMBIENTE BASEADA NAS TÉCNICAS DE ECOLOCALIZAÇÃO,"DISPOSITIVO ASSISTIVO DE INTERFACE HOMEM-AMBIENTE BASEADA NAS TÉCNICAS DE ECOLOCALIZAÇÃO O produto da presente invenção refere-se a um dispositivo destinado a usuários idosos ou com deficiência visual que tenham dificuldades de identificar formatos de objetos através da visão no ambiente onde está interagindo. O dispositivo  possui  um  módulo  de  hardware  responsável  por  coletar  as informações sobre o alvo (objeto), emitindo e re_cebendo sinais ultrassonoros e por converter estes em sinais de freqüência audível (para o ser humano) para servirem de entrada para um processador de sinais sonoros (1 O).  Ele também possui  um módulo de software que compreende  o  processador  de sinais sonoros (1 O)  para transformar os sinais de forma que fiquem mais agradáveis aos ouvidos e facilitem a evocação das habilidades de ecolocalização para o reconhecimento e  interpretação de formatos de  objetos  num ambiente.  O módulo de software também possui a  opção do classificador heurístico (11) para que o usuário iniciante possa aprender sem qualquer apoio humano o bê- a-bá de uso, ou seja, a associar os sinais sonoros com os alvos (formatos de objetos) a  serem classificados. Com o  conhecimento do bê-a-bá, o  usuário poderá  dispensar  o  classificador  e  identificar os  formatos  de  objetos  no ambiente onde estes se localizam, ouvindo diretamente  os sinais sonoros processados e aplicando as técnicas de ecolocalização, independentemente de ajuda alheia.","INSTITUTO FEDERAL DE EDUCACAO, CIENCIA DO TRIANGULO MINEIRO - IFTM"
102017015488,2017-07-19,SISTEMA DE MONITORAMENTO E ALARME PARA PASSAGENS DE ENTRADA E SAÍDA,"Sistema de monitoramento e alarme para passagens de entrada esaída.A presente invenção consiste-se em um sistema de monitoramento ealarme para passagens via portão (1) de entrada e saída de objetos, pessoas eveículos. O monitoramento é iniciado e finalizado automaticamente por um oumais sensores (3) e as passagens analisadas por um ou mais sensores (2). Acentral de alarme (4) pode ser configurada diretamente ou remotamente quantoao número de passagens permitidas e tempos de abertura. O disparo sonoroe/ou visual (5) ocorre quando o portão (1) permanecer por tempo excessivoaberto sem nenhuma passagem, ocorrer obstrução da mesma ou haver maispassagens do que o máximo configurado. Quando a central de alarme (4) fordisparada, poderá se comunicar com um ou mais sistemas externos (7), taiscomo alarmes e outros sistemas, e enviar alerta via central telefônica (6). Porfim, o sistema poderá fechar automaticamente o portão (1) ou evitar oesmagamento devido a obstrução da passagem.",INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO PARANA
102015024293,2015-09-22,EQUIPAMENTO DE BAIXO CUSTO PARA PRODUÇÃO DE ÉSTER ETÍLICO UTILIZANDO AQUECIMENTO SOLAR E CONTROLE E MONITORAMENTO DO PROCESSO UTILIZANDO PLATAFORMA ELETRÔNICA ARDUINO,"EQUIP AMENTO  DE  BAIXO  CUSTO PARA  PRODUÇÃO  DE  ÉSTER  ETÍLICO UTILIZANDO AQUECIMENTO SOLAR E CONTROLE E MONITORAMENTO DO PROCESSO UTILIZANDO PLATAFORMA ELETRÔNICA ARDUINO, é urna invenção que apresenta um novo conceito de equipamento (planta de produção) para produção de ésteresetílico através da utilização de Reator Químico Encamisado  :funcionando  à Pressão Ambiente,  Arduino,  Caixa  de  Poliestireno,  Mangueiras  de  Ar,  Bomba  Volumétrica Automotiva, Sensor de Temperatura NTC ou PTC compatível corn o Arduino, flanges para caixa de poliestireno, conectores para mangueira e Flange de pvc ou metal, placa de relé compatível com o Arduino, fonte de Tensão DC 5-12V, Cabeamento Elétrico e Termossifão montado com PVC.","INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE SERGIPE"
102024010097,2024-05-21,"REATOR FOTOELETROQUÍMICO EM ""U"" CATALISADO COM GRAFENO  VEGETAL E PROCESSO DE PRODUÇÃO DE H2 E O2 DE ALTA PUREZA","REATOR FOTOELETROQUÍMICO EM  U  CATALISADO COM GRAFENO VEGETAL E PROCESSO DE PRODUÇÃO DE H2 E O2 DE ALTA PUREZA. A  Patente  de  Invenção  -  PI  trata  de  um  Reator  Fotoeletroquímico  em   U  catalisado com grafeno vegetal e processo de  produção de gás hidrogênio (H2) e gás oxigênio (O2) de alta pureza e baixo carbono, constituinte de um sistema de  reator  eletrolítico  para  a  produção  de  gás  HIDROGÊNIO  VERDE SUSTENTÁVEL DE BAIXO CARBONO. O invento   é caracterizado  por  conter uma placa fotovoltaica (A1) e uma célula fotoeletroquímico em  U  (A5), catalisado com grafeno vegetal (A6) em suspensão hidroalcoólica. O sistema contém dois  eletrodos inertes de grafita natural (A4) imersos no eletrólito (A6). O reator em  U  inclui dois compartimentos de descarga dos gases (A3) em ângulo O igual a 45º com  a  horizontal  do  plano  YX.  O  produto  em   U   contém    um  estabilizador estacionário (A7) é alimentado continuamente com energia renovável conectado via condutores elétricos (A2). O invento também é um processo de  produção de H2  e  O2  (A3)  de  alta  pureza.  O  processo  opera  em  Condição  Normal  de Temperatura  e  Pressão  -  CNTP,  baixo  custo  energético  e  operacional.  As anterioridades  do  invento  são  os  pedidos  BR102015032448-0  e BR102016012475-1 do mesmo autor. Indica-se que a presente invenção se refere ao campo da engenharia química e sustentabilidade. Mais especificamente, trata-se de um reator fotoeletroquímico em  U  que utiliza grafeno vegetal para produção de H2 e O2 de alta pureza e baixo carbono, com aplicações em descarbonização industrial nos setores têxtil, biomedicina, saúde, agricultura, industrial, eletrônicos, ambiental e energia (...).","INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DA BAHIA - IFBA"
102023019006,2023-09-19,SECADOR SOLAR DOTADO DE CONCENTRADOR DE ENERGIA,"SECADOR SOLAR DOTADO DE CONCENTRADOR DE ENERGIA. Secador solar indireto para a secagem de microalgas, acoplado a um sistema de concentração solar em calha parabólica com armazenamento de energia, constituído por calha parabólica, receptor de calor, moldura da superfície reflexiva parabólica, estrutura fixa, juntas giratórias em Z, sistema de bombeamento, câmara de secagem, tubos de cobre isolados termicamente, bomba, trocador de calor aletado, ventilador centrífugo, 3 camadas de chapa de metal perfurada, orifício em formato de chaminé.","INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS"
102016008862,2016-04-20,PROCESSO DE OBTENÇÃO DE COMPÓSITO CIMENTÍCIO COM ELEVADO TEOR DE FIBRA DE COCO TRATADA,"PROCESSO DE OBTENÇÃO DE COMPÓSITO CIMENTÍCIO COM ELEVADO TEOR DE FIBRA DE COCO TRATADA. A presente   invenção   refere-se   ao   processo   de   obtenção   de   compósito cimentício com elevado teor de fibra de coco tratada. A presente solicitação de invenção especifica  uma  combinação  entre  látex  natural  e  pozolana  que misturados  em  proporções  adequadas  ao  longo  da  cadeia  de  produção  do compósito  cimentício  confere  resistência  mecânica  e  durabilidade  adequadas para  o  emprego  do  compósito  no  setor  da  construção civil.  Diante  dos benefícios técnicos, econômicos e ambientais, esta invenção pode ser aplicada na  produção  de  tijolos,  blocos,  paredes  divisórias,  painéis  para  forro,  lajotas para lajes pré-moldadas de concreto, vergas/contra-vergas e móveis urbanos.","INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DA BAHIA - IFBA"
102020024877,2020-12-04,"COMPOSIÇÃO E PROCESSO PARA OBTENÇÃO DE BIOFERTILIZANTE FOLIAR, E USOS","COMPOSIÇÃO E PROCESSO PARA OBTENÇÃO DE BIOFERTILIZANTE FOLIAR, E USOS. Refere-se ao processo de formulação e fabricação de biofertilizante produzido a partir de aminoácidos e vitaminas essenciais para os processos metabólicos dos vegetais, o qual é destinado a culturas graníferas. Trata-se de um biofertilizante líquido para aplicação via foliar com a função de aumentar a disponibilidade de nutrientes e mitigação do estresse hídrico, na formulação do biofertilizante está presente aminoácidos e vitaminas como exemplo o Triptofano e Metionina, que são aminoácidos precursores de vários hormônios vegetais como a auxina (AIA), etileno e ácido abscísico (ABA). O metabolismo ou catabolismo de alguns desses hormônios são responsáveis por diversos processos de sinalização de estresses, portanto, a presença de substâncias precursoras de hormônios vegetais no presente invento tem demonstrado efeitos na mitigação do estresse hídrico. A invenção apresenta diferenciais, tais como: (1) formulação única com balanço ajustado de aminoácidos, vitaminas, antioxidante e estimulante, (2) além da capacidade de suprir nutricionalmente as culturas age na resistência ao déficit hídrico.","INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA GOIANO"
102017023964,2017-11-07,,,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DA PARAIBA"
102020023719,2020-11-20,TÉCNICA DE DIAGNÓSTICO PARASITOLÓGICO CENTRÍFUCO - FLUTUAÇÃO PARA A PESQUISA DE ÁCAROS,"TÉCNICA DE DIAGNÓSTICO PARASITOLÓGICO CENTRÍFUCOFLUTUAÇÃO PARA A PESQUISA DE ÁCAROS. A presente invenção demonstra uma técnica de diagnóstico in vitro voltada à detecção de ácaros causadores de sarna em amostras de raspado cutâneo. A técnica consiste na maceração, homogeneização e centrifugação do material do raspado em solução de flutuação de ácaros (SFA), no intuito de fazer os patógenos flutuarem e então, utilizar apenas o sobrenadante para leitura ao microscópio óptico. A presente técnica apresenta maior sensibilidade, especificidade e menor tempo de execução do que as técnicas conhecidas, o que melhora a capacidade do diagnóstico de sarnas. Também é menos onerosa do que a técnica de PCR, o que facilita e agiliza as rotinas laboratoriais.","INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DA PARAIBA"
102022009016,2022-05-10,ANTIMICROBIANO DE PIPERINA COM ÓXIDO DE ZINCO E EUGENOL,"ANTIMICROBIANO DE PIPERINA COM ÓXIDO DE ZINCO E EUGENOL.A presente invenção trata de um antimicrobiano para uso odontológico na restauração e tratamento de dentes cariados. Apresenta-se uma solução com adição de 4% de piperina na composição do óxido de zinco e eugenol, com maior eficiência no combate a microrganismos comuns da cavidade oral. É caracterizado pela mistura em proporção do Óxido de Zinco e Eugenol (P.A.) com a Piperina a 4%, denominado de ZOE-PIP.","INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO PIAUI"
102014024642,2014-09-16,VATAPÁ DE FRANGO FEITO COM FARINHA DE MANDIOCA AO LEITE DE GADO,"O Vatapá de frango feito com farinha dc mandioca ao lede de gado"" é uma invencao apresenta um flOV() processo de preparaç'ao de \'atapd feito de frango com fadiiba de mandioca ao leite de gado com os seguintes ingredientes: farinha de mandioca, frango. tomate, cebola, coentro, cebolinha. pimentào. gengibre. cominho, coloral, leite de gado. dendê. amendoim, castauba e sal a gosto.",INSTITUTO FEDERAL DE SERGIPE
102017016976,2017-08-08,DISPOSITIVO FILTRANTE PARA ATENUAÇÃO DO TEOR DE SÓLIDOS TOTAIS E DISSOLVIDOS EM ÁGUAS BRUTAS E TRATAMENTO DE ÁGUAS CINZAS,"A presente invenção trata-se de um dispositivo filtrante vertical para redução da concentração de sólidos totais e dissolvidos em águas brutas (superficiais ou subterrâneas) e também para o tratamento de águas cinzas utilizando como material adsorvente os resíduos (cascas, caroços e bagaço, etc.) da produção da polpa de frutas, preferencialmente, cajá, acerola e manga para a obtenção de água potável, no primeiro caso, e água de reuso (lavagem de materiais, irrigação, descargas sanitárias), no segundo caso. O material filtrante disposto no interior da carcaça cilíndrica de PVC, na forma de leito fixo, será constituído de 3 camadas de 3 materiais diferentes: a) camada superior constituída de areia fina e lavada preliminarmente, que objetiva remover os sólidos mais grosseiros e promover uma distribuição do fluido em toda à área do filtro, evitando assim, a formação de caminhos preferenciais. b) camada intermediária de resíduos de frutas gerados no processamento de polpas de frutas (cascas, caroços, bagaços, etc.), preferencialmente cajá, acerola e manga, lavados preliminarmente para remoção de finos e impurezas. Trata-se de material poroso, com elevada área superficial, que objetiva a adsorção de íons e moléculas orgânicas que não foram removidos na camada de areia. c) camada inferior constituída de brita, lavada preliminarmente, que visa promover a sustentação da camada intermediária, além de servir de superfície para uma possível formação de biofilme por microrganismos presentes no fluido a ser tratado.","INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DA PARAIBA"
102017017073,2017-08-09,SISTEMA PARA MONITORAÇÃO DE ÍNDICES CORPORAIS COM A TRANSMISSÃO DOS SINAIS UTILIZANDO TECNOLOGIA SEM FIO,"SISTEMA PARA MONITORAÇÃO DE ÍNDICES CORPORAIS COM A TRANSMISSÃO DOS SINAIS UTILIZANDO TECNOLOGIA SEM FIO . A presente invenção objetiva a monitoração da saúde a partir da monitoração de índices corporais. Quaisquer mudanças nos índices monitorados que indique algum problema gera um alerta. Dessa forma, a enfermidade poderá ser diagnosticada precocemente e que os devidos cuidados sejam tomados o mais rápido possível, potencializando assim o poder o tratamento. Além disso, cada índice monitorado individualmente pode ser armazenado na rede em uma base de dados central, o que possibilita a aplicação de técnicas de mineração de dados para extração de informações úteis em tomadas de decisões dos gestores públicos e pesquisas da área humana e da saúde.","INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DA PARAIBA"
102018069015,2018-09-19,,,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DA PARAIBA"
102020002792,2020-02-10,BANCA RETRÁTIL ENERGIZADA,"BANCA RETRÁTIL ENERGIZADA.    A presente invenção tem como objetivo facilitar o armazenamento e transporte de mesas, bem como oferecer uma fonte de energia para as necessidades do expositor. É proposto que a mesa em questão seja retrátil, de forma que possa se retrair em formato de uma maleta. Dessa forma, a invenção proposta poderá ser facilmente armazenada e carregada, uma vez que terá dimensões menores, já que uma vez que terá dimensões menores, ocupará menos espaço. Além disso, a mesa será equipada com dispositivos capazes de transformar a energia de fontes renováveis, disponíveis no ambiente, em energia elétrica.","INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DA PARAIBA"
202019013225,2019-06-26,,,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DA PARAIBA"
202019013226,2019-06-26,,,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DA PARAIBA"
102015030602,2015-12-07,PROCESSO PARA PREPARAÇÃO DE REQUEIJÃO CREMOSO REDUZIDO DE SÓDIO ADICIONADO DE LACTOBACILLUS ACIDOPHILUS MICROENCAPSULADO POR SPRAY-CHILLING E REQUEIJÃO CREMOSO,"PROCESSO PARA PREPARAÇÃO DE REQUEI]AO CREMOSO REDUZIDO DE SÓDIO ADICIONADO DE LACTOBACILL US ACIDOPHIL US MICROENCAPSULADO POR SPRAY-CHILLING E REQUEIJÃO CREMOSO. SETOR TÉCNICO DA INVENÇÃO: Tecnologia de Alimentos A presente invenção diz respeito a um processo para a preparação do requeijão cremoso reduzido de sódio adicionado de microcápsulas de bactérias probióticas do gênero  Lactobacillus produzidas pelo processo de  spray chilling no qual a massa obtida pelo processo de coagulação ácida ou enzimática é adicionada de mistura cloreto de sódio/cloreto de potássio, submetida a fusão, adicionada de microcápsulas de bactérias probióticas do gênero  Lactobacillus produzidas pelo processo de  spray chilling,  enformado e colocado sobre temperatura de refrigeração, A presente invenção diz ao produto requeijão cremoso reduzido de sódio adicionado de microcápsulas de bactérias probióticas do gênero  Lactobacillus, produzidas pelo processo de spray chilling.","INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO RIO DE JANEIRO"
102017019993,2017-09-19,ANTENA DE MICROFITA COM FENDAS,"A presente invenção, uma antena de microfita com fendas, adequada para uso na faixa de frequência utilizada pelo sistema 4G no Brasil, 2,50 GHz a 2,69 GHz. Possui pequenas dimensões e baixo custo de construção, além disso apresenta resultados promissores para ser adaptada ás aplicações reais.A antena desenvolvida possui comprimento de 15 mm e largura de 12 mm, uma fenda na parte superior de comprimento de comprimento 14,4 mm (1) e largura 2 mm (2), uma fenda central de comprimento 13,8 mm (3) e largura 2 mm (4), e duas fendas idênticas na parte inferior da estrutura, de comprimento 2,59 mm (5) e largura 3 mm (6). Estrutura retangular impressa sobre um substrato dielétrico de fibra de vidro (7), alimentado por uma linha de transmissão de microfita com 50 O (8) com referência (9), altura de h=1,6 mm e constante dielétrica ¿¿r = 4,4 (10).","INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DA PARAIBA"
202018013112,2018-06-26,EMBARCAÇÃO DE SUPERFÍCIE NÃO TRIPULADA PARA LEVANTAMENTOS BATIMÉTRICOS,"RESUMO?EMBARCAÇÃO NÃO TRIPULADA PARA LEVANTAMENTOS BATIMÉTRICOS?A ?EMBARCAÇÃO NÃO TRIPULADA PARA LEVANTAMENTOS BATIMÉTRICOS?éformada por um casco (1), um sistema de propulsão e orientação (2) e um sistema de coletade dados composto por: microcontrolador AtMega2560 e dispositivo de armazenamento dedados (3), receptor GNSS (4), sonar (5), sensor de temperatura (6), três sensores de distância(7), unidade inercial (8) e uma bateria (9). Seu sistema de propulsão segue o modelo deaerobarco, ou seja, o motor e o leme ficam fora d?água.A ?EMBARCAÇÃO NÃO TRIPULADA PARA LEVANTAMENTOS BATIMÉTRICOS? foidesenvolvida para realização de levantamentos batimétricos autônomos, portanto suaconstrução conta com um sonar (5) para coleta das profundidades, um sensor de temperatura(6) destinado a realizar as correções da velocidade de propagação do som na água e umsistema inercial (8), destinados a realizar as correções devido as inclinações de pitch, roll e yawda embarcação, um receptor GNSS (4) destinado a determinação das coordenadastridimensionais referentes ao posicionamento da embarcação e três sensores de distância (7)dispostos na proa, boreste e bombordo responsáveis por coletar as distância até a margem ouobstáculos. O sistema de controle é baseado em um microcontrolador AtMega2560 (3),responsável pela integrações e funcionamento componentes e junto a ele está um dispositivode armazenamento de dados (3).","INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO SUL DE MINAS GERAIS - IFSULDEMINAS"
102012029196,2012-11-14,SISTEMA AUTOMATIZADO PARA O CONTROLE DA VISCOSIDADE DE TINTAS UTILIZADAS NA IMPRESSÃO DE EMBALAGENS FLEXÍVEIS,"SISTEMA AUTOMATIZADO PARA O CONTROLE DA VISCOSIDADE DE TINTAS UTILIZADAS NA IMPRESSÃO DE EMBALAGENS FLEXÍVEIS. O objeto do presente pedido de patente descreve um sistema automatizado para ser utilizado na indústria, acoplado às máquinas de impressão por rotogravura, para a medição e controle efeitvo da viscosidade de tintas utilizadas na impressão de embalagens flexíveis compreendido por um reservatório (1) de solvente ligado, por meio de uma tubulação (4) contendo uma válvula (41) e uma bomba eletropneumática (42), a um reservatório (2) de tinta; e o reservatório (2) de tinta estar conectado a pelo menos uma máquina (3) de impressão por rotogravura por meio de uma tubulação (5) contendo uma válvula (51) e uma bomba eletropneumática (52); um dispositivo medidor (6), contendo um sensor superior (61) e um sensor inferior (62), disposto acima do reservatório (2) de tinta; e por compreender um tubo desviador (7) contendo uma válvula (710, disposto na tubulação (5) posicionado acima do dispositivo medidor (6); e possuir um microcontrolador (8) conectado, por meio de circuitos elétricos, às válvulas (41, 51 e 71) às bombas (42 e 52) e aos sensores superior (61) e inferior (62) e o dito microcontrolador (8) ser ligado à uma unidade de controle (9); e o microcontrolador (8) possuir software embarcado com algorítmos específicos para realizar cálculos de medição de viscosidade e acionar às válvulas (41, 51 e 71) às bombas (42 e 52) e aos sensores superior (61) e inferior (62) com base nos parãmetros pré-programados e nos dados calculados pelo próprio software embarcado no sistema.","INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE SANTA CATARINA"
102018074471,2018-11-27,IJOLO MACIÇO DE SOLO-CIMENTO COM REJEITO MINERAL DA EXTRAÇÃO DA SCHEELITA PARA USO EM PAVIMENTO INTERTRAVADO,"Pertencente ao campo da engenharia civil como material não convencional, no âmbito da construção civil, obtido através da técnica de solo-cimento para uso e aplicação em pavimentos intertravados de ambientes externos, com limites de resistências de até 8 MPa para circulação de pedestres. Abrange em sua composição o cimento, que se classifica em CP II-Z 32 (cimento Portland composto com adição de pozolana), o solo, que é de classe areno-argiloso (60-70% de areia e 20-30% de argila), e rejeito da obtenção da scheelita. Através da dosagem dos materiais em que o cimento delimita-se em uma parcela fixa de 10%, o solo de 45% e o rejeito de 45%, pode-se obter um material de matriz cimentícia com características melhores do que sem o uso do rejeito em sua composição, corroborando desta forma a aplicação em pavimentos intertravados com baixas solicitações de carregamentos. A homogeneização foi realizada a úmido, com 5-10% em peso do previsto para o tijolo (200ml para 2000g de material seco). Dispensa a etapa de secagem e/ou queima em fornos, inibindo a geração de gases de efeito estufa, da mesma forma que erradica de forma paulatina o descarte incorreto do rejeito da obtenção da scheelita, que na atualidade ainda não possui um correto direcionamento.","INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DA PARAIBA"
202019013205,2019-06-25,COLHER TÉRMICA PARA SORVETE E OUTROS ALIMENTOS,"Colher térmica para sorvete e outros alimentos. O  modelo  de  utilidade  conjuga  as  funções  de  transportar,  retirar  ou desprender com maior facilidade alimentos congelados e com alta consistência, proporcionando uma melhor agilidade no beneficiamento do processo.  A dita colher térmica é constituída por uma tampa para compartimento de bateria (1), cabo isolante para manuseio (2); botão para acionamento do sistema térmico (3); unidade condutora constituída de concha de aço inox-oco (4), bateria recarregável (5), painel indicador/controlador de temperatura (6), sistema cabo termopar/micro-arduíno  (7),  alojamento  da  resistência  elétrica(8),  resistência elétrica para aquecimento (9), concha de aço inox semi-oca (10).","INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DA PARAIBA"
PI0605477,2006-09-22,CONSERVA DE AMÊNDOAS DE LICURI,"CONSERVA DE AMÊNDOAS DE LICURI. Patente de invenção referente a um alimento nutritivo apresentado sob a forma de conserva e preparado a base de amêndoas de licuri. O produto garante o bom aproveitamento dos frutos e os mantêm em condições adequadas para consumo, preservando as suas excelentes características nutritivas.","INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DA BAHIA|CENTRO FEDERAL DE EDUCACAO TECNOLOGICA DA BAHIA - CEFET/BA"
202012000983,2012-01-16,,,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DA BAHIA"
102019010808,2019-05-27,CENTRAL DE COLETA DE APITOXINA,"CENTRAL DE COLETA DE APITOXINA é composta por um veículo portátil confeccionado em fibra de vidro (FIG.1), dois pneus de borracha fixados ao chassi. Em seu interior são acomodadas 4 caixas coletoras de apitoxina desmontadas (5), também são acomodadas 20 placas coletoras, além de 40 lâminas de vidro extras (6). As caixas coletoras descritas acima comportam 5 placas coletoras de apitoxina e são confeccionadas de madeira, plástico ou fibra de vidro (5) são dotadas com um sistema de engate rápido (FIG.4) para sua montagem no momento da coleta. As placas coletoras são de dupla face (FIG.3) permitindo coletar apitoxina em ambos os lados da lâmina de vidro são confeccionadas em poliestireno de alto impacto ou acrílico e reforçadas por cantoneiras de alumínio. A placa coletora possui uma malha de aço inox (18) em ambos os lados, entre as malhas é colocada uma lâmina de vidro (20) sobre a qual será depositada a apitoxina. Na extremidade da placa têm um terminal elétrico (21) para estabelecer o contato com os encaixes elétricos das caixas coletoras. O gerador de pulsos (FIG.5) conta com uma bateria recarregável (27), que alimenta o sistema eletrônico. O gerador de pulsos possui um alarme sonoro de detecção de falhas nas placas coletoras. Fixado internadamente a caixa coletora há também um carregador de bateria. O painel de controle do gerador de pulsos conta com uma chave (14) que seleciona as funções pulso ou carga, conta ainda com um display indicador de nível de carga da bateria (14).","INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO RIO GRANDE DO NORTE"
102013026104,2013-10-09,,,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO ESPIRITO SANTO"
102017025848,2017-11-30,"PROCESSO DE OBTENÇÃO DE MICROCÁPSULAS DE CAFÉ VERDE, MICROCÁPSULAS DE CAFÉ VERDE ASSIM OBTIDAS E USO","PROCESSO DE OBTENÇÃO DE MICROCÁPSULAS DE CAFÉ VERDE,MICROCÁPSULAS DE CAFÉ VERDE ASSIM OBTIDAS E USOA presente invenção se refere a um processo de obtençãode microcápsulas de café verde a partir do fruto imaturo eíntegro do café, sem utilização de aquecimento ou solventestóxicos. As microcápsulas da presente invenção apresentamalto conteúdo de bioativos e permite a eliminação da etapade despolpamento e de descascamento do fruto no processo deprodução.A presente invenção se insere no campo de aplicaçõesfarmacêuticas, alimentícias e cosméticas, e apresenta umproduto com atividade antioxidante e estimulante.",INSTITUTO FEDERAL DE MATO GROSSO - IFMT
102021025639,2021-12-17,DISPOSITIVO ORTODÔNTICO PARA CONTROLE ELETRÔNICO DE UM SISTEMA A PLASMA PARA REMOÇÃO DE CÁRIE DENTÁRIA,"DISPOSITIVO ORTODÔNTICO PARA CONTROLE ELETRÔNICO DE UM SISTEMA A PLASMA PARA REMOÇÃO DE CÁRIE DENTÁRIA. Consiste em um pedido de patente referente a um dispositivo para o controle e aquisição de informações de uma caneta ortodôntica à plasma para remoção de tecido cariado e tratamento multifuncional da cavidade oral que se acopla as à invenção BR1020190159626. Além dessas, possibilita o controle e medição digital dos parâmetros de geração do plasma: tensão, frequência, energia e fluxo de gás. Adicionalmente, possibilita a troca e armazenamento de dados médicos baseados no Prontuário Eletrônico do Paciente Odontológico, de maneira interoperável, por meio de uma comunicação baseada em padrões interoperáveis de um software embarcado no dispositivo, um sistema externo como Interface Gráfica do Usuário e um sistema WEB; além de fornecer suporte à temperatura de incidência do plasma na boca do paciente e captura de imagens, por meio do acoplamento de sensores ao dispositivo.","INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO RIO GRANDE DO NORTE"
102023004183,2023-03-06,MÉTODO DE ENSINO-APREDIZAGEM SOBRE SEGURANÇA E SAÚDE NO TRABALHO,"MÉTODO DE ENSINO-APREDIZAGEM SOBRE SEGURANÇA E SAÚDE NO TRABALHO. A presente invenção refere-se a um processo de ensino-aprendizagem dos mecanismos de gerenciamento de riscos de acidentes e doenças ocupacionais nos ambientes de trabalho, proporcionando chance de reflexão a fundamentar tomadas de decisão para investimento. O método poderá ser aplicado em todas as áreas da cadeia produtiva de qualquer atividade econômica e também na área acadêmica de formação profissional. É esperado que ao final do processo, os participantes tenham adquirido conhecimentos na área de prevenção de acidentes e doenças relacionadas ao trabalho valorizando o bom projeto preventivo e as medidas de segurança fornecidas pela empresa.","INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO RIO GRANDE DO NORTE"
